"","pubyear","citations"
"5508",2014,"5508. BMC Gastroenterol. 2014 Feb 10;14:23. "
"5509",2014,"5509. Gene. 2014 Feb 10;535(2):119-23. "
"5510",2014,"5510. Gene. 2014 Feb 10;535(2):93-6. "
"5511",2014,"5511. Gene. 2014 Feb 10;535(2):359-64. "
"5512",2014,"5512. J Clin Oncol. 2014 Feb 10;32(5):392-401. "
"5513",2014,"5513. Stat Med. 2014 Feb 10;33(3):388-400. "
"5514",2014,"5514. Cochrane Database Syst Rev. 2014 Feb 8;2:CD006058. "
"5515",2014,"5515. Cochrane Database Syst Rev. 2014 Feb 7;2:CD009015. "
"5516",2014,"5516. BMC Geriatr. 2014 Feb 5;14:15. "
"5517",2014,"5517. Cochrane Database Syst Rev. 2014 Feb 5;2:CD004943. "
"5518",2014,"5518. Ann Intern Med. 2014 Feb 4;160(3):171. "
"5519",2014,"5519. Br J Cancer. 2014 Feb 4;110(3):802-7. "
"5520",2014,"5520. Br J Cancer. 2014 Feb 4;110(3):817-26. "
"5521",2014,"5521. J Am Coll Cardiol. 2014 Feb 4;63(4):299-307. "
"5522",2014,"5522. J Ethnopharmacol. 2014 Feb 3;151(2):747-67. "
"5523",2014,"5523. Acad Emerg Med. 2014 Feb;21(2):101-21. "
"5524",2014,"5524. Acta Anaesthesiol Scand. 2014 Feb;58(2):135-42. "
"5525",2014,"5525. Acta Diabetol. 2014 Feb;51(1):91-101. "
"5526",2014,"5526. Acta Neurol Scand. 2014 Feb;129(2):71-9. "
"5527",2014,"5527. Acta Obstet Gynecol Scand. 2014 Feb;93(2):144-51. "
"5528",2014,"5528. Acta Trop. 2014 Feb;130:167-74. "
"5529",2014,"5529. AIDS Behav. 2014 Feb;18(2):217-25. "
"5530",2014,"5530. AJNR Am J Neuroradiol. 2014 Feb;35(2):250-5. "
"5531",2014,"5531. AJR Am J Roentgenol. 2014 Feb;202(2):343-51. "
"5532",2014,"5532. Aliment Pharmacol Ther. 2014 Feb;39(4):349-58. "
"5533",2014,"5533. Aliment Pharmacol Ther. 2014 Feb;39(3):270-81. "
"5534",2014,"5534. Aliment Pharmacol Ther. 2014 Feb;39(3):239-53. "
"5535",2014,"5535. Aliment Pharmacol Ther. 2014 Feb;39(3):254-69. "
"5536",2014,"5536. Am Heart J. 2014 Feb;167(2):160-168.e1. "
"5537",2014,"5537. Am J Cardiol. 2014 Feb 1;113(3):565-9. "
"5538",2014,"5538. Am J Cardiol. 2014 Feb 1;113(3):485-90. "
"5539",2014,"5539. Am J Cardiol. 2014 Feb 1;113(3):559-64. "
"5540",2014,"5540. Am J Clin Nutr. 2014 Feb;99(2):408-22. "
"5541",2014,"5541. Am J Epidemiol. 2014 Feb 1;179(3):267-81. "
"5542",2014,"5542. Am J Epidemiol. 2014 Feb 1;179(3):282-9. "
"5543",2014,"5543. Am J Gastroenterol. 2014 Feb;109(2):163-9. "
"5544",2014,"5544. Am J Hypertens. 2014 Feb;27(2):146-56. "
"5545",2014,"5545. Am J Hypertens. 2014 Feb;27(2):268-78. "
"5546",2014,"5546. Am J Med. 2014 Feb;127(2):124-131.e3. "
"5547",2014,"5547. Am J Med Sci. 2014 Feb;347(2):131-8. "
"5548",2014,"5548. Anaesthesia. 2014 Feb;69(2):143-65."
"5549",2014,"5549. Anesth Analg. 2014 Feb;118(2):454-63. "
"5550",2014,"5550. Anesth Analg. 2014 Feb;118(2):346-57. "
"5551",2014,"5551. Ann Behav Med. 2014 Feb;47(1):92-101. "
"5552",2014,"5552. Ann Clin Psychiatry. 2014 Feb;26(1):19-32"
"5553",2014,"5553. Ann Epidemiol. 2014 Feb;24(2):151-9. "
"5554",2014,"5554. Ann Med. 2014 Feb;46(1):24-30. "
"5555",2014,"5555. Ann Oncol. 2014 Feb;25(2):455-61. "
"5556",2014,"5556. Ann Oncol. 2014 Feb;25(2):391-8. "
"5557",2014,"5557. Ann Oncol. 2014 Feb;25(2):331-8. "
"5558",2014,"5558. Ann Oncol. 2014 Feb;25(2):307-15. "
"5559",2014,"5559. Ann Plast Surg. 2014 Feb;72(2):145-9. "
"5560",2014,"5560. Ann Rheum Dis. 2014 Feb;73(2):414-9. "
"5561",2014,"5561. Ann Surg. 2014 Feb;259(2):263-72. "
"5562",2014,"5562. Ann Surg Oncol. 2014 Feb;21(2):487-500. "
"5563",2014,"5563. Ann Thorac Surg. 2014 Feb;97(2):446-53. "
"5564",2014,"5564. Ann Thorac Surg. 2014 Feb;97(2):610-6. "
"5565",2014,"5565. Ann Vasc Surg. 2014 Feb;28(2):394-403. "
"5566",2014,"5566. Appetite. 2014 Feb;73:183-8. "
"5567",2014,"5567. Arch Gynecol Obstet. 2014 Feb;289(2):247-57. "
"5568",2014,"5568. Arch Orthop Trauma Surg. 2014 Feb;134(2):149-58. "
"5569",2014,"5569. Arch Womens Ment Health. 2014 Feb;17(1):3-15. "
"5570",2014,"5570. Arthritis Care Res (Hoboken). 2014 Feb;66(2):228-35. "
"5571",2014,"5571. Arthritis Rheumatol. 2014 Feb;66(2):407-17. "
"5572",2014,"5572. Artif Organs. 2014 Feb;38(2):101-12. "
"5573",2014,"5573. Asian J Psychiatr. 2014 Feb;7(1):95-6. "
"5574",2014,"5574. Atherosclerosis. 2014 Feb;232(2):305-12. "
"5575",2014,"5575. Atherosclerosis. 2014 Feb;232(2):265-70. "
"5576",2014,"5576. Autoimmunity. 2014 Feb;47(1):27-39. "
"5577",2014,"5577. Biomarkers. 2014 Feb;19(1):56-62. "
"5578",2014,"5578. Birth Defects Res A Clin Mol Teratol. 2014 Feb;100(2):79-91. "
"5579",2014,"5579. BMC Cardiovasc Disord. 2014 Feb 1;14:14. "
"5580",2014,"5580. BMC Geriatr. 2014 Feb 1;14:14. "
"5581",2014,"5581. Bone Joint J. 2014 Feb;96-B(2):181-7. "
"5582",2014,"5582. Br J Anaesth. 2014 Feb;112(2):231-45. "
"5583",2014,"5583. Br J Dermatol. 2014 Feb;170(2):274-303. "
"5584",2014,"5584. Br J Dermatol. 2014 Feb;170(2):304-14. "
"5585",2014,"5585. Br J Health Psychol. 2014 Feb;19(1):181-203. "
"5586",2014,"5586. Br J Hosp Med (Lond). 2014 Feb;75(2):96-101"
"5587",2014,"5587. Br J Psychiatry. 2014 Feb;204(2):98-107. "
"5588",2014,"5588. Br J Sports Med. 2014 Feb;48(4):290-5. "
"5589",2014,"5589. Br J Surg. 2014 Feb;101(3):172-88. "
"5590",2014,"5590. Br J Surg. 2014 Feb;101(3):150-8. "
"5591",2014,"5591. Braz J Med Biol Res. 2014 Feb;47(3):215-22. "
"5592",2014,"5592. Breast Cancer Res Treat. 2014 Feb;143(3):551-70. "
"5593",2014,"5593. Bull World Health Organ. 2014 Feb 1;92(2):126-38. "
"5594",2014,"5594. Can J Gastroenterol Hepatol. 2014 Feb;28(2):103-8. Epub 2013 Nov 28"
"5595",2014,"5595. Can J Ophthalmol. 2014 Feb;49(1):35-9. "
"5596",2014,"5596. Cancer Causes Control. 2014 Feb;25(2):227-36. "
"5597",2014,"5597. Cancer Causes Control. 2014 Feb;25(2):237-49. "
"5598",2014,"5598. Cancer Epidemiol. 2014 Feb;38(1):66-72. "
"5599",2014,"5599. Cancer Epidemiol. 2014 Feb;38(1):1-8. "
"5600",2014,"5600. Cancer Epidemiol Biomarkers Prev. 2014 Feb;23(2):332-42. "
"5601",2014,"5601. Cancer Epidemiol Biomarkers Prev. 2014 Feb;23(2):324-31. "
"5602",2014,"5602. Cancer Invest. 2014 Feb;32(2):43-52. "
"5603",2014,"5603. Cancer Treat Rev. 2014 Feb;40(1):190-6. "
"5604",2014,"5604. Cardiovasc Intervent Radiol. 2014 Feb;37(1):176-85. "
"5605",2014,"5605. Child Abuse Negl. 2014 Feb;38(2):304-16. "
"5606",2014,"5606. Cir Esp. 2014 Feb;92(2):107-13. "
"5607",2014,"5607. Circ Arrhythm Electrophysiol. 2014 Feb;7(1):164-70. "
"5608",2014,"5608. Circ Arrhythm Electrophysiol. 2014 Feb;7(1):39-45. "
"5609",2014,"5609. Circ Cardiovasc Interv. 2014 Feb;7(1):49-61. "
"5610",2014,"5610. Clin Biochem. 2014 Feb;47(3):196-200. "
"5611",2014,"5611. Clin Gastroenterol Hepatol. 2014 Feb;12(2):219-28. "
"5612",2014,"5612. Clin Gastroenterol Hepatol. 2014 Feb;12(2):210-8. "
"5613",2014,"5613. Clin Infect Dis. 2014 Feb;58(4):470-80. "
"5614",2014,"5614. Clin Infect Dis. 2014 Feb;58(3):330-9. "
"5615",2014,"5615. Clin Infect Dis. 2014 Feb;58(3):381-91. "
"5616",2014,"5616. Clin Microbiol Infect. 2014 Feb;20(2):97-100. "
"5617",2014,"5617. Clin Microbiol Infect. 2014 Feb;20(2):101-4. "
"5618",2014,"5618. Clin Microbiol Infect. 2014 Feb;20(2):123-9. "
"5619",2014,"5619. Clin Microbiol Infect. 2014 Feb;20(2):105-13. "
"5620",2014,"5620. Clin Neurol Neurosurg. 2014 Feb;117:28-32. "
"5621",2014,"5621. Clin Nutr. 2014 Feb;33(1):59-63. "
"5622",2014,"5622. Clin Pharmacol Ther. 2014 Feb;95(2):199-207. "
"5623",2014,"5623. Clin Pharmacol Ther. 2014 Feb;95(2):216-27. "
"5624",2014,"5624. Clin Radiol. 2014 Feb;69(2):163-71. "
"5625",2014,"5625. Clin Rehabil. 2014 Feb;28(2):107-17. "
"5626",2014,"5626. Clin Res Hepatol Gastroenterol. 2014 Feb;38(1):118-25. "
"5627",2014,"5627. Clin Rheumatol. 2014 Feb;33(2):165-73. "
"5628",2014,"5628. Clin Rheumatol. 2014 Feb;33(2):153-64. "
"5629",2014,"5629. Clin Rheumatol. 2014 Feb;33(2):227-36. "
"5630",2014,"5630. Clin Ther. 2014 Feb 1;36(2):292-306.e1. "
"5631",2014,"5631. Colorectal Dis. 2014 Feb;16(2):O35-42. "
"5632",2014,"5632. Community Dent Oral Epidemiol. 2014 Feb;42(1):30-42. "
"5633",2014,"5633. Complement Ther Med. 2014 Feb;22(1):173-86. "
"5634",2014,"5634. Cornea. 2014 Feb;33(2):154-60. "
"5635",2014,"5635. Cortex. 2014 Feb;51:1-10. "
"5636",2014,"5636. Crit Care Med. 2014 Feb;42(2):420-32. "
"5637",2014,"5637. Crit Care Med. 2014 Feb;42(2):433-44. "
"5638",2014,"5638. Crit Care Med. 2014 Feb;42(2):404-12. "
"5639",2014,"5639. Crit Care Med. 2014 Feb;42(2):231-42. "
"5640",2014,"5640. Curr Eye Res. 2014 Feb;39(2):194-203. "
"5641",2014,"5641. Curr Opin Crit Care. 2014 Feb;20(1):25-32. "
"5642",2014,"5642. Cytokine. 2014 Feb;65(2):130-3. "
"5643",2014,"5643. Dev Med Child Neurol. 2014 Feb;56(2):138-47. "
"5644",2014,"5644. Dev Psychobiol. 2014 Feb;56(2):179-91. "
"5645",2014,"5645. Diabet Med. 2014 Feb;31(2):136-47. "
"5646",2014,"5646. Diabet Med. 2014 Feb;31(2):126-35. "
"5647",2014,"5647. Diabetes Care. 2014 Feb;37(2):569-86. "
"5648",2014,"5648. Diabetes Res Clin Pract. 2014 Feb;103(2):269-75. "
"5649",2014,"5649. Dig Dis Sci. 2014 Feb;59(2):242-58. "
"5650",2014,"5650. Dig Dis Sci. 2014 Feb;59(2):436-45. "
"5651",2014,"5651. Dis Colon Rectum. 2014 Feb;57(2):237-50. "
"5652",2014,"5652. Drug Saf. 2014 Feb;37(2):79-90. "
"5653",2014,"5653. Emerg Med J. 2014 Feb;31(2):101-8. "
"5654",2014,"5654. Endocrine. 2014 Feb;45(1):28-36. "
"5655",2014,"5655. Eur Heart J. 2014 Feb;35(7):455-69. "
"5656",2014,"5656. Eur J Cancer. 2014 Feb;50(3):486-95. "
"5657",2014,"5657. Eur J Cardiothorac Surg. 2014 Feb;45(2):234-40. "
"5658",2014,"5658. Eur J Clin Pharmacol. 2014 Feb;70(2):225-31. "
"5659",2014,"5659. Eur J Clin Pharmacol. 2014 Feb;70(2):127-34. "
"5660",2014,"5660. Eur J Emerg Med. 2014 Feb;21(1):2-9. "
"5661",2014,"5661. Eur J Emerg Med. 2014 Feb;21(1):10-7. "
"5662",2014,"5662. Eur J Epidemiol. 2014 Feb;29(2):79-88. "
"5663",2014,"5663. Eur J Gastroenterol Hepatol. 2014 Feb;26(2):137-45. "
"5664",2014,"5664. Eur J Neurol. 2014 Feb;21(2):192-8. "
"5665",2014,"5665. Eur J Nutr. 2014 Feb;53(1):25-38. "
"5666",2014,"5666. Eur J Obstet Gynecol Reprod Biol. 2014 Feb;173:19-22. "
"5667",2014,"5667. Eur J Orthop Surg Traumatol. 2014 Feb;24(2):149-57. "
"5668",2014,"5668. Eur J Pediatr. 2014 Feb;173(2):153-61. "
"5669",2014,"5669. Eur J Pediatr. 2014 Feb;173(2):203-12"
"5670",2014,"5670. Eur J Phys Rehabil Med. 2014 Feb;50(1):87-92"
"5671",2014,"5671. Eur J Radiol. 2014 Feb;83(2):338-44. "
"5672",2014,"5672. Eur Spine J. 2014 Feb;23(2):395-403. "
"5673",2014,"5673. Eur Spine J. 2014 Feb;23(2):362-72. "
"5674",2014,"5674. Eur Urol. 2014 Feb;65(2):402-27. "
"5675",2014,"5675. Eur Urol. 2014 Feb;65(2):430-52. "
"5676",2014,"5676. Eur Urol. 2014 Feb;65(2):350-7. "
"5677",2014,"5677. EuroIntervention. 2014 Feb;9(10):1225-34. "
"5678",2014,"5678. Fam Pract. 2014 Feb;31(1):7-19. "
"5679",2014,"5679. Fertil Steril. 2014 Feb;101(2):344-9. "
"5680",2014,"5680. Foodborne Pathog Dis. 2014 Feb;11(2):79-95. "
"5681",2014,"5681. Gastrointest Endosc. 2014 Feb;79(2):233-241.e2. "
"5682",2014,"5682. Gene. 2014 Feb 1;535(1):79-87. "
"5683",2014,"5683. Genet Test Mol Biomarkers. 2014 Feb;18(2):98-105. "
"5684",2014,"5684. Genet Test Mol Biomarkers. 2014 Feb;18(2):127-30. "
"5685",2014,"5685. Genet Test Mol Biomarkers. 2014 Feb;18(2):106-11. "
"5686",2014,"5686. Gut. 2014 Feb;63(2):326-36. "
"5687",2014,"5687. Head Neck. 2014 Feb;36(2):280-5. "
"5688",2014,"5688. Heart. 2014 Feb;100(4):303-10. "
"5689",2014,"5689. Heart. 2014 Feb;100(4):324-35. "
"5690",2014,"5690. Heart. 2014 Feb;100(4):295-302. "
"5691",2014,"5691. Heart. 2014 Feb;100(4):317-23. "
"5692",2014,"5692. Heart. 2014 Feb;100(3):192-9. "
"5693",2014,"5693. Heart Lung Circ. 2014 Feb;23(2):159-65. "
"5694",2014,"5694. Heart Lung Circ. 2014 Feb;23(2):105-13. "
"5695",2014,"5695. HPB (Oxford). 2014 Feb;16(2):109-18. "
"5696",2014,"5696. Hum Brain Mapp. 2014 Feb;35(2):593-615. "
"5697",2014,"5697. Hum Immunol. 2014 Feb;75(2):141-50. "
"5698",2014,"5698. Hum Immunol. 2014 Feb;75(2):163-9. "
"5699",2014,"5699. Hum Mol Genet. 2014 Feb 1;23(3):820-30. "
"5700",2014,"5700. Hum Mol Genet. 2014 Feb 1;23(3):796-809. "
"5701",2014,"5701. Hypertension. 2014 Feb;63(2):376-82. "
"5702",2014,"5702. Int Dent J. 2014 Feb;64(1):34-45. "
"5703",2014,"5703. Int J Behav Med. 2014 Feb;21(1):109-21. "
"5704",2014,"5704. Int J Clin Pract. 2014 Feb;68(2):163-72. "
"5705",2014,"5705. Int J Clin Pract. 2014 Feb;68(2):262-70. "
"5706",2014,"5706. Int J Clin Pract. 2014 Feb;68(2):255-61. "
"5707",2014,"5707. Int J Colorectal Dis. 2014 Feb;29(2):183-91. "
"5708",2014,"5708. Int J Dent Hyg. 2014 Feb;12(1):25-35. "
"5709",2014,"5709. Int J Dent Hyg. 2014 Feb;12(1):17-24. "
"5710",2014,"5710. Int J Epidemiol. 2014 Feb;43(1):187-201. "
"5711",2014,"5711. Int J Gynaecol Obstet. 2014 Feb;124(2):99-105. "
"5712",2014,"5712. Int J Gynecol Cancer. 2014 Feb;24(2):289-94. "
"5713",2014,"5713. Int J Neuropsychopharmacol. 2014 Feb;17(2):343-54. "
"5714",2014,"5714. Int J Psychophysiol. 2014 Feb;91(2):67-72. "
"5715",2014,"5715. Int J Rheum Dis. 2014 Feb;17(2):142-8. "
"5716",2014,"5716. Int J Stroke. 2014 Feb;9(2):199-206. "
"5717",2014,"5717. Int Orthop. 2014 Feb;38(2):361-71. "
"5718",2014,"5718. Int Urogynecol J. 2014 Feb;25(2):153-63. "
"5719",2014,"5719. Int Urol Nephrol. 2014 Feb;46(2):433-42. "
"5720",2014,"5720. Intensive Care Med. 2014 Feb;40(2):292-3. "
"5721",2014,"5721. J AAPOS. 2014 Feb;18(1):61-6. "
"5722",2014,"5722. J Aerosol Med Pulm Drug Deliv. 2014 Feb;27(1):43-50. "
"5723",2014,"5723. J Affect Disord. 2014 Feb;155:13-9. "
"5724",2014,"5724. J Altern Complement Med. 2014 Feb;20(2):79-86. "
"5725",2014,"5725. J Am Acad Child Adolesc Psychiatry. 2014 Feb;53(2):174-87. "
"5726",2014,"5726. J Am Acad Child Adolesc Psychiatry. 2014 Feb;53(2):153-73. "
"5727",2014,"5727. J Am Soc Hypertens. 2014 Feb;8(2):103-16. "
"5728",2014,"5728. J Anesth. 2014 Feb;28(1):4-11. "
"5729",2014,"5729. J Arthroplasty. 2014 Feb;29(2):261-7.e1. "
"5730",2014,"5730. J Assist Reprod Genet. 2014 Feb;31(2):173-84. "
"5731",2014,"5731. J Assist Reprod Genet. 2014 Feb;31(2):139-48. "
"5732",2014,"5732. J Bone Miner Res. 2014 Feb;29(2):467-78. "
"5733",2014,"5733. J Cardiothorac Vasc Anesth. 2014 Feb;28(1):90-7. "
"5734",2014,"5734. J Cardiovasc Med (Hagerstown). 2014 Feb;15(2):122-34. "
"5735",2014,"5735. J Cardiovasc Pharmacol. 2014 Feb;63(2):107-12. "
"5736",2014,"5736. J Cell Mol Med. 2014 Feb;18(2):274-82. "
"5737",2014,"5737. J Cereb Blood Flow Metab. 2014 Feb;34(2):200-7. "
"5738",2014,"5738. J Clin Anesth. 2014 Feb;26(1):36-45. "
"5739",2014,"5739. J Clin Endocrinol Metab. 2014 Feb;99(2):440-7. "
"5740",2014,"5740. J Clin Gastroenterol. 2014 Feb;48(2):172-7. "
"5741",2014,"5741. J Clin Neurosci. 2014 Feb;21(2):198-202. "
"5742",2014,"5742. J Clin Periodontol. 2014 Feb;41(2):191-213. "
"5743",2014,"5743. J Clin Pharm Ther. 2014 Feb;39(1):14-24. "
"5744",2014,"5744. J Clin Pharm Ther. 2014 Feb;39(1):38-44. "
"5745",2014,"5745. J Consult Clin Psychol. 2014 Feb;82(1):154-70. "
"5746",2014,"5746. J Crit Care. 2014 Feb;29(1):2-9. "
"5747",2014,"5747. J Crit Care. 2014 Feb;29(1):185.e1-7. "
"5748",2014,"5748. J Crit Care. 2014 Feb;29(1):150-6. "
"5749",2014,"5749. J Crit Care. 2014 Feb;29(1):10-7. "
"5750",2014,"5750. J Crohns Colitis. 2014 Feb;8(2):93-106. "
"5751",2014,"5751. J Dent Educ. 2014 Feb;78(2):226-42"
"5752",2014,"5752. J Dent Res. 2014 Feb;93(2):126-33. "
"5753",2014,"5753. J Endovasc Ther. 2014 Feb;21(1):148-53. "
"5754",2014,"5754. J Epidemiol Community Health. 2014 Feb;68(2):176-84. "
"5755",2014,"5755. J Fam Psychol. 2014 Feb;28(1):118-23. "
"5756",2014,"5756. J Gastroenterol. 2014 Feb;49(2):343-55. "
"5757",2014,"5757. J Gastroenterol Hepatol. 2014 Feb;29(2):250-8. "
"5758",2014,"5758. J Gastroenterol Hepatol. 2014 Feb;29(2):259-68. "
"5759",2014,"5759. J Gastrointest Surg. 2014 Feb;18(2):426-36. "
"5760",2014,"5760. J Gastrointest Surg. 2014 Feb;18(2):414-25. "
"5761",2014,"5761. J Hypertens. 2014 Feb;32(2):207-15. "
"5762",2014,"5762. J Infect Chemother. 2014 Feb;20(2):86-92. "
"5763",2014,"5763. J Laparoendosc Adv Surg Tech A. 2014 Feb;24(2):111-6. "
"5764",2014,"5764. J Natl Cancer Inst. 2014 Feb;106(2):djt431. "
"5765",2014,"5765. J Nerv Ment Dis. 2014 Feb;202(2):119-25. "
"5766",2014,"5766. J Neural Transm. 2014 Feb;121(2):123-34. "
"5767",2014,"5767. J Neurol Neurosurg Psychiatry. 2014 Feb;85(2):198-206. "
"5768",2014,"5768. J Occup Environ Med. 2014 Feb;56(2):204-8. "
"5769",2014,"5769. J Paediatr Child Health. 2014 Feb;50(2):122-30. "
"5770",2014,"5770. J Pain Symptom Manage. 2014 Feb;47(2):307-14. "
"5771",2014,"5771. J Periodontal Res. 2014 Feb;49(1):10-9. "
"5772",2014,"5772. J Phys Act Health. 2014 Feb;11(2):426-44. "
"5773",2014,"5773. J Plast Reconstr Aesthet Surg. 2014 Feb;67(2):143-56. "
"5774",2014,"5774. J Psychopharmacol. 2014 Feb;28(2):85-98. "
"5775",2014,"5775. J Sex Med. 2014 Feb;11(2):487-97. "
"5776",2014,"5776. J Shoulder Elbow Surg. 2014 Feb;23(2):182-8. "
"5777",2014,"5777. J Shoulder Elbow Surg. 2014 Feb;23(2):173-81. "
"5778",2014,"5778. J Speech Lang Hear Res. 2014 Feb;57(1):247-70"
"5779",2014,"5779. J Spinal Disord Tech. 2014 Feb;27(1):11-28. "
"5780",2014,"5780. J Subst Abuse Treat. 2014 Feb;46(2):87-97. "
"5781",2014,"5781. J Subst Abuse Treat. 2014 Feb;46(2):98-105. "
"5782",2014,"5782. J Trauma Stress. 2014 Feb;27(1):1-8. "
"5783",2014,"5783. J Trauma Stress. 2014 Feb;27(1):9-17. "
"5784",2014,"5784. J Ultrasound Med. 2014 Feb;33(2):287-95. "
"5785",2014,"5785. J Vasc Surg. 2014 Feb;59(2):528-535.e4. "
"5786",2014,"5786. JAMA Intern Med. 2014 Feb 1;174(2):232-40. "
"5787",2014,"5787. JAMA Intern Med. 2014 Feb 1;174(2):223-30. "
"5788",2014,"5788. JAMA Otolaryngol Head Neck Surg. 2014 Feb;140(2):95-101. "
"5789",2014,"5789. JAMA Surg. 2014 Feb;149(2):194-202. "
"5790",2014,"5790. Jpn J Radiol. 2014 Feb;32(2):59-68. "
"5791",2014,"5791. Klin Monbl Augenheilkd. 2014 Feb;231(2):151-7. "
"5792",2014,"5792. Knee Surg Sports Traumatol Arthrosc. 2014 Feb;22(2):247-62. "
"5793",2014,"5793. Lancet Diabetes Endocrinol. 2014 Feb;2(2):133-40. "
"5794",2014,"5794. Lancet Oncol. 2014 Feb;15(2):172-83. "
"5795",2014,"5795. Laryngoscope. 2014 Feb;124(2):378-86. "
"5796",2014,"5796. Lung. 2014 Feb;192(1):65-73. "
"5797",2014,"5797. Lung. 2014 Feb;192(1):175-84"
"5798",2014,"5798. Lung Cancer. 2014 Feb;83(2):240-5. "
"5799",2014,"5799. Lung Cancer. 2014 Feb;83(2):231-9. "
"5800",2014,"5800. Lung Cancer. 2014 Feb;83(2):211-8. "
"5801",2014,"5801. Med Oncol. 2014 Feb;31(2):829. "
"5802",2014,"5802. Metab Syndr Relat Disord. 2014 Feb;12(1):31-42. "
"5803",2014,"5803. Mol Biol Rep. 2014 Feb;41(2):879-87. "
"5804",2014,"5804. Mol Biol Rep. 2014 Feb;41(2):751-6. "
"5805",2014,"5805. Mol Biol Rep. 2014 Feb;41(2):1171-8. "
"5806",2014,"5806. Mol Biol Rep. 2014 Feb;41(2):713-9. "
"5807",2014,"5807. Mol Biol Rep. 2014 Feb;41(2):639-49. "
"5808",2014,"5808. Mol Neurobiol. 2014 Feb;49(1):251-61. "
"5809",2014,"5809. Mol Psychiatry. 2014 Feb;19(2):168-74. "
"5810",2014,"5810. Mult Scler. 2014 Feb;20(2):165-73. "
"5811",2014,"5811. Nan Fang Yi Ke Da Xue Xue Bao. 2014 Feb;34(2):270-4"
"5812",2014,"5812. Nan Fang Yi Ke Da Xue Xue Bao. 2014 Feb;34(2):265-9"
"5813",2014,"5813. Nat Genet. 2014 Feb;46(2):200-4. "
"5814",2014,"5814. Nat Rev Nephrol. 2014 Feb;10(2):71-2. "
"5815",2014,"5815. Nephrol Dial Transplant. 2014 Feb;29(2):364-75. "
"5816",2014,"5816. Nephrol Dial Transplant. 2014 Feb;29(2):406-13. "
"5817",2014,"5817. Nephrology (Carlton). 2014 Feb;19(2):107-15. "
"5818",2014,"5818. Neuroimage. 2014 Feb 1;86:381-91. "
"5819",2014,"5819. Neuroimage. 2014 Feb 1;86:554-72. "
"5820",2014,"5820. Neurol Sci. 2014 Feb;35(2):151-61. "
"5821",2014,"5821. Neurosci Biobehav Rev. 2014 Feb;39:34-50. "
"5822",2014,"5822. Nucl Med Commun. 2014 Feb;35(2):144-50. "
"5823",2014,"5823. Nucleic Acids Res. 2014 Feb;42(3):1427-41. "
"5824",2014,"5824. Nutr Metab Cardiovasc Dis. 2014 Feb;24(2):107-15. "
"5825",2014,"5825. Obes Rev. 2014 Feb;15(2):107-16. "
"5826",2014,"5826. Obes Rev. 2014 Feb;15(2):77-91. "
"5827",2014,"5827. Obes Rev. 2014 Feb;15(2):134-42. "
"5828",2014,"5828. Obstet Gynecol Surv. 2014 Feb;69(2):100-8. "
"5829",2014,"5829. Oral Oncol. 2014 Feb;50(2):77-83. "
"5830",2014,"5830. Orthod Craniofac Res. 2014 Feb;17(1):1-13. "
"5831",2014,"5831. Orthopedics. 2014 Feb;37(2):e117-22. "
"5832",2014,"5832. Otolaryngol Head Neck Surg. 2014 Feb;150(1 Suppl):S1-S24. "
"5833",2014,"5833. Otolaryngol Head Neck Surg. 2014 Feb;150(2):174-9. "
"5834",2014,"5834. Pain Pract. 2014 Feb;14(2):167-84. "
"5835",2014,"5835. Pers Soc Psychol Rev. 2014 Feb;18(1):87-102. "
"5836",2014,"5836. Pharmacogenet Genomics. 2014 Feb;24(2):94-112. "
"5837",2014,"5837. Pharmacogenomics J. 2014 Feb;14(1):77-84. "
"5838",2014,"5838. Pharmacogenomics J. 2014 Feb;14(1):6-13. "
"5839",2014,"5839. Pharmacogenomics J. 2014 Feb;14(1):35-40. "
"5840",2014,"5840. Plast Reconstr Surg. 2014 Feb;133(2):234-49. "
"5841",2014,"5841. PLoS Genet. 2014 Feb 27;10(2):e1004123. "
"5842",2014,"5842. PLoS Med. 2014 Feb 25;11(2):e1001608. "
"5843",2014,"5843. PLoS Med. 2014 Feb 25;11(2):e1001605. "
"5844",2014,"5844. Proc Nutr Soc. 2014 Feb;73(1):73-9. "
"5845",2014,"5845. Prostate. 2014 Feb;74(3):250-9. "
"5846",2014,"5846. Psychol Med. 2014 Feb;44(3):449-68. "
"5847",2014,"5847. Psychol Serv. 2014 Feb;11(1):75-86. "
"5848",2014,"5848. Psychooncology. 2014 Feb;23(2):121-30. "
"5849",2014,"5849. Public Health Nutr. 2014 Feb;17(2):396-406. "
"5850",2014,"5850. Pulm Pharmacol Ther. 2014 Feb;27(1):83-9. "
"5851",2014,"5851. Qual Life Res. 2014 Feb;23(1):21-30. "
"5852",2014,"5852. Ren Fail. 2014 Feb;36(1):139-44. "
"5853",2014,"5853. Reprod Biomed Online. 2014 Feb;28(2):151-61. "
"5854",2014,"5854. Res Dev Disabil. 2014 Feb;35(2):239-49. "
"5855",2014,"5855. Respir Care. 2014 Feb;59(2):288-96. "
"5856",2014,"5856. Respir Med. 2014 Feb;108(2):376-87. "
"5857",2014,"5857. Respir Med. 2014 Feb;108(2):329-37. "
"5858",2014,"5858. Rheumatol Int. 2014 Feb;34(2):199-205. "
"5859",2014,"5859. Saudi Med J. 2014 Feb;35(2):165-71"
