,database,number,year,code,data,software,ancestors,LuAdes2006,LuAdes04,Caldwell05,DiasSutton13,Lumley02,DSU,Salanti11,Salanti08,SpiegAbrams04,ISPOR,Sutton08,Reitsma05,SmithSpieg95,AdesScul06,WarnThomp02,Gelman06,BDA,Other,problem,success,model,priors,freq_and_bayes,justified,year,citation
79,medline,88,2014, no, no, WinBUGS 1.4, Lu Ades 2004 ; NICE DSU,,1,,,,1,,,,,,,,,,,,, mtc, yes, mtc, not stated, yes, no,2014,88. J Gen Intern Med. 2014 Jan;29(1):204-13. 
80,medline,89,2014, no, no, WinBUGS 1.4.3," Sutton Abrams 2001 ; Wells GA, Sultan SA, Chen L, Khan M, Coyle D (2009) Indirect Evidence: indirect treatment comparisons in meta-analysis. Ottawa: Canadian Agency for Drugs and Technologies in Health. ; ISPOR part 2",,,,,,,,,,1,,,,,,,,1, mtc, yes, mtc," ""We used the following non-informative prior distributions: uniform (0,2) for standard deviation of the random effects model and normal (0, tau =0.0001) for log[HR]s. """, yes," not clear: ""By plotting the posterior densities of the direct, indirect, and network estimates, direct and indirect evidence can be combined to provide a network estimate and a single effect size. This effect size has increased precision than that of any one type of evidence alone.""",2014,89. PLoS One. 2014 Oct 6;9(10):e108749. 
81,medline,90,2014, no, yes," R, apparently", none relevant,,,,,,,,,,,,,,,,,,, standard MA, yes," ""hierarchical Bayesian model"""," empirical? ""An informative prior is used for the variance of the pooled HR, as an inverse Gamma centered on an estimator obtained with a moment-based approach (inflated by 25% to obtain a conservative statement). Indirect comparisons were conducted by means of a similar model, assuming an additive shift for the difference of effects on the log-HR scale.""", yes, no,2014,90. PLoS One. 2014 Sep 30;9(9):e108940. 
82,medline,91,2014, no, yes, WinBUGS 1.4.3, Lu Ades 2004,,1,,,,,,,,,,,,,,,,, nma with adjustment for detail of tx, yes, nma & meta-regression, not stated, no,,2014,91. PLoS One. 2014 Sep 4;9(9):e105653. 
83,medline,92,2014, no, not clear, WinBUGS 1.4," University of Bristol, School of Social and Community Medicine. Mixed Treatment Comparisons. (2013). Available: http://www.bristol.ac.uk/social- community-medicine/projects/mpes/mtc/. ; Salanti Ades Ioannides 2011",,,,,,,1,,,,,,,,,,,1, nma, yes, Bristol NMA model (see ancestors)," ""noninformative""", yes, direct and indirect,2014,92. PLoS One. 2014 Jun 3;9(6):e96829. 
84,medline,93,2014, no, no, WinBUGS 1.4.3, Lumley 2002,,,,,1,,,,,,,,,,,,,, nma, yes, nma," some confusion: ""We assigned a non-informative bivariate normal distribution to the mean of scale parameters of the baseline treatment in each trial, and also to the difference in scale parameters between survival curves relative to the baseline in each study. We assigned a non- informative Wishart distribution to the variance of the difference in scale parameters between studies, and assumed constant heterogeneity across treatment comparisons. We used vague initial values to analyze both models...""", yes, no,2014,93. PLoS One. 2014 Feb 13;9(2):e88440. 
85,medline,94,2014, no, no, ADDIS 1.15," Salanti G, Higgins JP, Ades A, Ioannidis JP (2008) ; Ades AE, Sculpher M, Sutton A, Abrams K, Cooper N, et al. (2006)",,,,,,,,1,,,,,,1,,,,1, nma & mtc, yes, nma & mtc, not stated, yes, direct & indirect,2014,94. PLoS One. 2014 Feb 12;9(2):e85245. 
86,medline,95,2014, yes, yes, JAGS," Higgins J, Green S, editors (2009) Cochrane Handbook for Systematic Reviews of Interventions",,,,,,,,,,,,,,,,,,1, predict prevalence from MA, yes," ""Bayesian linear meta-regression models"""," ""assigned uniform uninformative priors to b0 (unif (-1,1)) and b1 (unif (-5,5)) and to s (unif (0,0.4)).""", no,,2014,95. PLoS One. 2014 Jan 23;9(1):e86136. 
87,medline,96,2013, yes, yes, OpenBUGS, several - documented well,,,,,,,,,,,,,,,,,,1, diagnostic MA without gold standard, yes, latent bivariate, sevaral options explored - documented well, no,,2013,96. Stat Med. 2013 Dec 30;32(30):5398-413. 
88,medline,97,2013, yes, yes, WinBUGS," Ades AE, Welton N, Lu G. Mixed treatments comparisons. Available at: http://www.bris.ac.uk/ social-community-medicine/projects/ mpes/mtc. ; Salanti G, Ades AE, Ioannidis JP. Graphical methods and numerical summaries for presenting results from multiple-treatment meta-analysis: an overview and tutorial. J Clin Epidemiol 2011; 64: 163â€“71.",,,,,,,1,,,,,,,,,,,1, nma, yes, nma," mu[i] ~ dnorm(0,0.05); tau ~ dunif(0,2)", no,,2013,97. Aliment Pharmacol Ther. 2013 Dec;38(11-12):1325-37. 
89,medline,98,2013, no, yes," WinBUGS, possibly SAS", NICE DSU ; ISPOR part 1,,,,,,1,,,,1,,,,,,,,, nma, yes, nma, not stated, yes, direct and indirect,2013,98. Br J Anaesth. 2013 Dec;111(6):886-96. 
90,medline,99,2013, no, no, WinBUGS 1.4.3, none stated,,,,,,,,,,,,,,,,,,, mtc, yes, mtc," ???! ""For the Bayesian random-effects analysis, vague or non- informative priors were used to yield results that are not too different from conventional statistical analysis."" Otherwise, not stated.", yes, direct and indirect,2013,99. JAMA Neurol. 2013 Dec;70(12):1486-90. 
91,medline,100,2013, no," some, perhaps not all", WinBUGS 1.4," Bucher HC, Guyatt GH, Griffith LE, Walter SD (1997) The results of direct and indirect treatment comparisons in meta-analysis of ran- domized controlled trials. Journal of clinical epidemiology 50(6): 683â€“691",,,,,,,,,,,,,,,,,,1, nma, yes, nma," unif(0,5) N(0,10000)", yes, direct and indirect,2013,100. Langenbecks Arch Surg. 2013 Dec;398(8):1039-56. 
92,medline,101,2013, yes, yes, HSROC in R, none relevant,,,,,,,,,,,,,,,,,,, diagnostic MA, yes," ""Joined meta-analysis of the diagnostic test sensitivity and specificity was performed by applying a hierarchical Bayesian model"""," appear to be informative or empirical, but no explanation!", no,,2013,101. BMC Med. 2013 Nov 8;11:239. 
93,medline,102,2013, no, no, WinBUGS 1.4.3," Cooper NJ, Peters J, Lai MC, Juni P, Wandel S, Palmer S, et al. How valuable are multiple treatment comparison methods in evidence-based health-care evaluation? Value Health 2011;14:371-80. ;",,,,,,,,,,,,,,,,,,1, nma, yes, nma + Poisson meta-regression, not stated, no (but not very clear),,2013,102. BMJ. 2013 Nov 6;347:f6530. 
94,medline,103,2013, no, no, no," Sutton AJ, Higgins JP (2008) Recent developments in meta-analysis. Stat Med 27:625â€“650",,,,,,,,,,,1,,,,,,,1, safety MA, yes," ""We used frequentist and Bayesian models to combine studies""", not stated, yes, RCT and observational,2013,103. Intensive Care Med. 2013 Nov;39(11):1896-908. 
95,medline,104,2013, yes, yes, WinBUGS 1.4.3," Smith TC, Spiegelhalter DJ, Thomas A. Bayesian approaches to random-effects meta-analysis: a comparative study. Stat Med 1995;14:2685e2699. ; NICE DSU",,,,,,1,,,,,,,1,,,,,, standard MA, yes," ""meta-analysis was performed using Bayesian and frequentist methods""", various - well documented, yes, no,2013,104. J Am Coll Surg. 2013 Nov;217(5):788-801.e1-4. 
96,medline,105,2013,,, WinBUGS 1.4, none relevant,,,,,,,,,,,,,,,,,,, standard MA, yes, standard logit MA," only that random effects (variance, presumably) had ""a flat gamma distribution""", no,,2013,105. Nutr Metab Cardiovasc Dis. 2013 Nov;23(11):1043-9. 
97,medline,106,2013, no, yes, WinBUGS 1.4.3," Lu G, Ades AE. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med 2004;23:3105-24.",,1,,,,,,,,,,,,,,,,, nma, yes, nma," ""non-informative priors with vague normal (mean 0, variance 10 000) and uniform (0-2) prior distributions""", yes, direct and indirect,2013,106. BMJ. 2013 Oct 24;347:f6008. 
98,medline,107,2013, no, no, WinBUGS, none,,,,,,,,,,,,,,,,,,, subgroup analysis of benefit, yes," ""frequentist and Bayesian meta-regressions""", not stated, yes, no,2013,107. Int J Cardiol. 2013 Oct 12;168(5):4931-4. 
99,medline,108,2013, no, yes, WinBUGS 1.4.1," Caldwell DM, Ades AE, Higgins JP: Simultaneous comparison of multiple treatments: combining direct and indirect evidence. BMJ 2005, 331:897â€“900. ; Lu G, Ades AE: Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med 2004, 23:3105â€“3124. ; Jansen J, Crawford B, Bergman G, Stam W: Bayesian meta-analysis of multiple treatment comparisons: an introduction to mixed treatment comparisons. Value Health 2008, 11:956â€“964.",,1,1,,,,,,,,,,,,,,,1, nma, yes, nma," ""non-informative""", no,,2013,108. Respir Res. 2013 Oct 7;14:100. 
100,medline,109,2013, no, yes, WinBUGS 1.4.3, Salanti 2007,,,,,,,,,,,,,,,,,,1, nma, yes, nma, not stated, yes," no, but presumably because Cochrane requires RevMan analysis",2013,109. Cochrane Database Syst Rev. 2013 Oct 1;9:CD009259. 
101,medline,110,2013, no, yes, OpenBUGS 3," Spiegelhalter DJ, Abrams KR, Myles JP. Bayesian approaches to clinical trials and health-care evaluation. Chichester: Wiley; 2004. p. 105â€“11.",,,,,,,,,1,,,,,,,,,, nma, yes, nma, non-informative plus sensitivity analysis, no,,2013,110. Int J Hematol. 2013 Oct;98(4):390-7. 
102,medline,112,2013, no, no, WinBUGS," Caldwell DM, Ades AE, Higgins JP. Simultaneous comparison of multiple treatments: combining direct and indirect evidence. BMJ 2005;331:897-900. ; Lu G, Ades AE. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med 2004;23:3105-24. ; Salanti G, Ades AE, Ioannidis JP. Graphical methods and numerical summaries for presenting results from multiple-treatment meta-analysis: an overview and tutorial. J Clin Epidemiol 2011;64:163-71. ; Salanti G, Higgins JP, Ades AE, Ioannidis JP. Evaluation of networks of randomized trials. Stat Methods Med Res 2008;17:279-301.",,1,1,,,,1,1,,,,,,,,,,1, nma, yes, nma, not stated, yes, direct and indirect,2013,112. BMJ. 2013 Sep 20;347:f5555. 
103,medline,113,2013, no, no, no," Lu G, Ades AE. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med 2004; 23: 3105â€“24. ; Salanti G, Higgins JP, Ades AE, Ioannides JP. Evaluation of networks of randomized trials. Stat Methods Med Res 2008; 17: 279â€“301. ; Higgins JP, Whitehead A. Borrowing strength from external trials in a meta-analysis. Stat Med 1996; 15: 2733â€“49. ; Salanti G, Ades AE, Ioannides JP. Graphical methods and numerical summaries for presenting results from multiple-treatment meta-analysis: an overview and tutorial. J Clin Epidemiol 2011; 64: 163â€“71. ; http://www.mtm.uoi.gr/howtodoanmtm.html",,1,,,,,1,1,,,,,,,,,,1, mtc, yes, mtc, not stated, no,,2013,113. Lancet. 2013 Sep 14;382(9896):951-62. 
104,medline,114,2013, yes, no, Stata (?)," ThompsonSG,SmithTC,SharpSJ.Investigating underlying risk as a source of heterogeneity in meta-analysis. Stat Med 1997; 16: 2741â€“2758.",,,,,,,,,,,,,,,,,,1, linear regression (the bayesian part was not the MA), yes," ""Bayesian linear regression""", non-informative, no,,2013,114. Br J Surg. 2013 Sep;100(10):1271-9. 
105,medline,115,2013, yes; NICE DSU, yes, OpenBUGS 3.2.1, NICE DSU,,,,,,1,,,,,,,,,,,,, nma, yes, NICE DSU, non-informative NICE DSU, yes, direct and indirect,2013,115. Curr Drug Saf. 2013 Sep;8(4):236-45
106,medline,116,2013, yes, mostly but not n per arm; might be able to infer, WinBUGS," Glenny AM, Altman DG, Song F, et al. Indirect comparisons of competing interventions. Health Technol Assess. 2005;9:1â€“134. iii-iv. ; Song F, Loke YK, Walsh T, Glenny AM, Eastwood AJ, Altman DG. Methodological problems in the use of indirect comparisons for evaluating healthcare interventions: survey of published systematic reviews. BMJ. 2009;338:b1147. ; Donegan S, Williamson P, Gamble C, Tudur-Smith C. Indirect comparisons: a review of reporting and methodological quality. PLoS One. 2010;5:e11054.",,,,,,,,,,,,,,,,,,1, nma, yes, nma," diffuse Unif(0.01,2)  N(0, 10000)", yes, direct and indirect,2013,116. J Gen Intern Med. 2013 Sep;28(9):1225-37. 
107,medline,117,2013, yes, yes, PyMC (2.1)," Smith T, Spiegelhalter D (1995) Bayesian approaches to random-effects meta-analysis: a comparative study. Stat Med 14:2685â€“2699",,,,,,,,,,,,,1,,,,,, prediction from correlation estimates, yes," ""meta-estimates of blood Phe-IQ correlation to predict the probability of low IQ for a range of Phe levels"""," WIP / flat N(0,10) U(0,1000)", no,,2013,117. J Inherit Metab Dis. 2013 Sep;36(5):757-66. 
108,medline,118,2013, yes, no, WinBUGS 1.4.3," Woods BS, Hawkins N, Scott DA. Network meta-analysis on the log-hazard scale, combining count and hazard ratio statistics accounting for multi-arm trials: a tutorial. BMC Med Res Methodol 2010; 10: 54.",,,,,,,,,,,,,,,,,,1, nma, yes," nma and ""reconstructed individual patient survival data from published Kaplan-Meier curves... standard random-effects Poisson meta-analysis"""," sd ~ dunif(0,1) ; beta[t] ~ dnorm(0,0.001)", no,,2013,118. Lancet Oncol. 2013 Sep;14(10):943-52. 
109,medline,119,2013, no, no, WinBUGS 1.4," Caldwell DM, Ades AE, Higgins JP 2005 Simultaneous comparison of multiple treatments: combining direct and indirect evidence. BMJ 331:897â€“900. ; Salanti G, Higgins JP, Ades AE, Ioannidis JP 2008 Evaluation of networks of randomized trials. Stat Methods Med Res 17:279â€“301. ; Cipriani A, Barbui C, Rizzo C, Salanti G 2012 What is a multiple treatments meta-analysis? Epidemiol Psychiatr Sci 21:151â€“153. Salanti G, Dias S, Welton NJ, Ades AE, Golfinopoulos V, Kyrgiou M, Mauri D, Ioannidis JP 2010 Evaluating novel agent effects in multiple-treatments meta-regression. Stat Med 29:2369â€“2383. ; Song F, Harvey I, Lilford R 2008 Adjusted indirect comparison may be less biased than direct comparison for evaluating new pharmaceutical interventions. J Clin Epidemiol 61:455â€“463. Golfinopoulos V, Salanti G, Pavlidis N, Ioannidis JP 2007 Survival and disease-progression benefits with treatment regimens for advanced colorectal cancer: a meta-analysis. Lancet Oncol 8:898â€“911. ; Cipriani A, Barbui C, Salanti G, Rendell J, Brown R, Stockton S, Purgato M, Spineli LM, Goodwin GM, Geddes JR 2011 Comparative efficacy and acceptability of antimanic drugs in acute mania: a multiple-treatments meta-analysis. Lancet 378:1306â€“1315.",,,1,,,,,1,,,,,,,,,,1, nma, yes," ""Odds ratios were calculated by a Bayesian network meta-analysis, and metaregression was used for pair-wise comparisons"" (?)"," ""vague""", yes, direct and indirect,2013,119. Thyroid. 2013 Sep;23(9):1138-50. 
110,medline,121,2013, no, no, ADDIS, none,,,,,,,,,,,,,,,,,,, nma, yes, nma, not stated, yes, direct and indirect,2013,121. Br J Dermatol. 2013 Aug;169(2):250-9. 
111,medline,123,2013, no, no, WinBUGS 1.4.3," NICE DSU ; Lu G and Ades AE. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med 2004; 23: 3105â€“3124. ; Ades AE. A chain of evidence with mixed comparisons: models for multi-parameter synthesis and consistency of evidence. Stat Med 2003; 22: 2995â€“3016. ; Caldwell DM, Ades AE and Higgins JPT. Simultaneous comparison of multiple treatments: combining direct and indirect evidence. BMJ 2005; 331: 897â€“900. ; Lumley T. Network meta-analysis for indirect treatment comparisons. Stat Med 2002; 21: 2313â€“2324.",,1,1,,1,1,,,,,,,,,,,,, nma, yes, nma, not stated, yes, direct & indirect,2013,123. Eur J Prev Cardiol. 2013 Aug;20(4):658-70. 
112,medline,124,2013, yes, no, WinBUGS 1.4.3, none,,,,,,,,,,,,,,,,,,, incidence MA, yes," ""Bayesian random effects models""","  dnorm(0, 0.0001) dunif(0, 10)", not clear,,2013,124. Diabetologia. 2013 Jul;56(7):1489-93. 
113,medline,125,2013, yes, no, OpenBUGS 3.1.2," Ades AE, Sculpher M, Sutton A, Abrams K, Cooper N, Welton N, Lu G: Bayesian methods for evidence synthesis in cost-effectiveness analysis. Pharmacoeconomics 2006, 24(1):1â€“19.",,,,,,,,,,,,,,1,,,,1, mtc," mixed ""Diversity of outcome measures and follow-up times in the HMB literature presented considerable challenges""", mtc," mostly diffuse/flat, some verge on WIP: Î±0 ~ Normal (0, 104) ; Î³jt ~ Normal (0, 100) ; Î´j ~ Normal (0, 104), independent ; Î±1 ~ Uniform (âˆ’5, 5) ; Ï„j ~ Uniform (0, 100), independent ; 1=Ïƒ2 ; Î· ~ Gamma (0.1, 0.1)", no,,2013,125. Eur J Med Res. 2013 Jun 21;18:17. 
114,medline,126,2013, no, no, WinBUGS 1.4.3, Lu & Ades 2004,,1,,,,,,,,,,,,,,,,, mtc, yes, mtc, not stated, yes, direct and indirect,2013,126. Int J Cardiol. 2013 Jun 20;166(2):431-9. 
115,medline,127,2013, yes, yes, WinBUGS,  (Lu 2006; Salanti 2009).  www.mtm.uoi.gr/ howtodoanmtm.html.,1,,,,,,,,,,,,,,,,,1, nma, yes, nma," We used a normal prior with zero mean and variance one restricted to positive values for the common het- erogeneity standard deviation Ï„ and non-informative vague priors for all mean parameters, otherwise referred as treatment effects.", yes, direct and indirect,2013,127. Cochrane Database Syst Rev. 2013 Jun 6;6:CD008933. 
116,medline,128,2013, no, yes, WinBUGS," Diamond GA, Kaul S. Prior convictions: bayesian approaches to the analysis and interpretation of clinical megatrials. J Am Coll Cardiol. 2004;43:1929â€“1939.",,,,,,,,,,,,,,,,,,1, nma, yes, nma," only that ""We permitted the between- study standard deviation of the MT effects and of the PCI effects to arise from independent uniform distributions.""", yes, direct and indirect,2013,128. Circulation. 2013 Jun 4;127(22):2177-85. 
117,medline,129,2013, no, no, PyMC 2.1,"  Sutton A, Abrams K (2001) Bayesian methods in meta-analysis and evidence synthesis",,,,,,,,,,,,,,,,,,1, standard MA, yes, multilevel binomial, not stated, no,,2013,129. Arch Gynecol Obstet. 2013 Jun;287(6):1059-66. 
118,medline,131,2013, probably enough to recreate, no, FORTRAN 90 (bespoke)," Banerjee S, Gelfand AE, Finley AO, Sang H. Gaussian predictive process models for large spatial data sets. J R Stat Soc Ser B Stat Methodol 2008; 70: 825â€“48. ; Diggle PJ, Lophaven SAÌƒ. Bayesian geostatistical design. Scand Stat Theory Appl 2006; 33: 53â€“64.",,,,,,,,,,,,,,,,,,1, geographical prevalence MA, yes," geostatistical meta-analysis, kriging, variable selection..."," ""vague... non-informative""", no,,2013,131. Lancet Infect Dis. 2013 Jun;13(6):507-18. 
119,medline,132,2013, no, yes, PyMC 2.1,"  Puggioni G, Gelfand A, Quince C. Joint modeling of sensitivity and specificity. Statist. Med. 2008;27:1745â€“176",,,,,,,,,,,,,,,,,,1, diagnostic MA, yes, latent class," the population means for the cell probabilities were given N(0, 100) priors, which are relatively flat on the probability (inverse-logit) scale, and the random-effects SDs were given uniform priors on the (0, 1000) interval", no,,2013,132. Pediatrics. 2013 Jun;131(6):e1908-16. 
120,medline,133,2013, yes, yes, WinBUGS," N. Dendukuri, J. Lawrence Bayesian approaches to modeling the conditional dependence between multiple diagnostic tests Biometrics, 57 (2001), pp. 158â€“167",,,,,,,,,,,,,,,,,,1, diagnostic MA, yes," ""A novel multicomponent framework"""," N(0,1000) invWishart(,2)", no,,2013,133. Value Health. 2013 Jun;16(4):619-28. 
121,medline,134,2013, no (appx doesn't exist), yes, WinBUGS, none relevant,,,,,,,,,,,,,,,,,,, standard MA, yes," prevalence MA and meta-regression""", not stated (appx doesn't exist), no,,2013,134. Epidemiol Infect. 2013 May;141(5):893-904. 
122,medline,135,2013, no, no, WinBUGS 1.4.3," Warn DE, Thompson SG, Spiegelhalter DJ. Bayesian random effects meta-analysis of trials with binary outcomes: methods for the absolute risk difference and relative risk scales. Stat Med 2002;21:1601e23.",,,,,,,,,,,,,,,1,,,, standard MA, yes," ""traditional and Bayesian random effects meta-analysis"""," ""Minimally informative""", yes," no ""sensitivity analysis"" (but see priors!)",2013,135. Heart. 2013 May;99(9):601-13. 
123,medline,136,2013, no despite lengthy mathematical appendix, no, MMM (their own) and some bespoke C, none relevant,,,,,,,,,,,,,,,,,,," to account for heterogeneity (""we apply Bayesian approaches to allow for heterogeneity in the effect of an allele on risk across studies"")", yes," imputed genotype (MI?), then MA, then made Bayesian for heterogeneity. ""To investigate the impact of non-fixed effect approaches on the evidence for association we used a normal approximation to the logistic regression likelihood suggested by Wakefield [17]"" - bit weird (""A Bayesian measure of the probability of false discovery in genetic epidemiology studies"")", not much info but looks WIP, yes, not clear - heterogeneity?,2013,136. PLoS Genet. 2013 May;9(5):e1003509. 
124,medline,137,2013, yes, no, WinBUGS," Reitsma JB, Glas AS, Rutjes AWS, et al. Bivariate analysis of sensitivity and specificity produces informative summary measures in diagnostic reviews. J Clin Epidemiol 2005;58:982e90.",,,,,,,,,,,,1,,,,,,1, standard diagnostic MA, yes, logistic for error rates," N(0,1000) invWishart(,2)", no,,2013,137. Emerg Med J. 2013 Apr;30(4):280-6. 
125,medline,138,2013, yes, no, JAGS (only mentioned in appendix)," Warn DE, Thompson SG, Spiegelhalter DJ. Bayesian random effects meta-analysis of trials with binary out- comes: methods for the absolute risk difference and rela- tive risk scales. Stat Med 2002;21:1601â€“23.",,,,,,,,,,,,,,,1,,,, binomial MA with lots of subgroups, yes, binomial MA with lots of subgroups, WIP (see appx), no,,2013,138. Int J Epidemiol. 2013 Apr;42(2):475-92. 
126,medline,139,2013, no, yes, WinBUGS 1.4.3," kitchen sink: Eddy et al. (1990), Gleser & Olkin 1994, Higgins & Whitehead 1996, Lumley 2002, Psaty et al. 2003, Song et al. 2003, Lu & Ades 2004, 2006, Glenny et al. 2005, Salanti et al. 2008, Buti et al. 2011",1,1,,,1,,,1,,,,,,,,,,1, nma, yes, nma," N(0,1000) gamma(1000,1000)", yes, direct and indirect,2013,139. J Clin Periodontol. 2013 Apr;40(4):372-86. 
127,medline,141,2013, no, no, WinBUGS," JANSEN JP, CRAWFORD B, BERGMAN G, STAM W. Bayesian meta-analysis of multiple treatment comparisons: an introduction to mixed treatment comparisons. Value Health 2008; 11: 956-964. ; ADES AE, SCULPHER M, SUTTON A, ABRAMS K, COOPER N, WELTON N, LU G. Bayesian methods for evi- dence synthesis in cost-effectiveness analysis. Pharmacoeconomics 2006; 24: 1-19.",,,,,,,,,,,,,,1,,,,1, mtc, yes, mtc, not stated, no,,2013,141. Eur Rev Med Pharmacol Sci. 2013 Mar;17(5):658-67
128,medline,143,2013, no (appx could not be accessed), no (appx oculd not be accessed), Addis 1.6.2 and WinBUGS 1.4.3 (?)," Lu G, Ades AE. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med. 2004;23(20):3105-3124.",,1,,,,,,,,,,,,,,,,, mtc, yes, mtc, not stated, yes, direct and indirect,2013,143. JAMA Dermatol. 2013 Mar;149(3):341-9. 
129,medline,144,2013, no, no, WinBUGS," Guyot P, Ouwens M. The use of survival analysis for cost-effectiveness models: an evaluation of methods in NICE appraisals. Value Health 2009;12:A231. ; Ouwens MJNM, Philips Z, Jansen JP. Network meta-analysis of parametric survival curves. Res Synth Meth 2010;1:258â€“71. ; Jansen JP. Network meta-analysis of survival data with fractional polynomials. BMC Med Res Methodol 2011;11:61.",,,,,,,,,,,,,,,,,,1," ""network meta-analysis with parametric survival models""", yes," ""network meta-analysis with parametric survival models"""," ""non-informative""", no,,2013,144. Value Health. 2013 Mar-Apr;16(2):403-17. 
130,medline,145,2013, no, yes, WinBUGS 1.4.3," Warn DE, Thompson SG, Spiegelhalter DJ. Bayesian random effects meta- analysis of trials with binary outcomes: methods for the absolute risk differ- ence and relative risk scales. Statistics in Medicine 2002;21:1601e23.",,,,,,,,,,,,,,,1,,,, standard MA, yes," ""traditional and Bayesian random-effects meta-analysi"""," ""Minimally informative""", yes," ""sensitivity analysis"" but see priors!",2013,145. Clin Nutr. 2013 Feb;32(1):8-15. 
131,medline,146,2013, no, no, WinBUGS," Lu G, Ades AE. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med 2004; 23:3105â€“ 24. ; Sutton A, Ades AE, Cooper N, Abrams K. Use of indirect and mixed treatment comparisons for technology assessment. Pharmacoeconomics 2008; 26:753â€“67. ; Sutton AJ, Higgins JP. Recent developments in meta-analysis. Stat Med 2008; 27:625â€“50.",,1,,,,,,,,,,,,,,,,1, mtc, yes, mtc, not stated, yes, direct and indirect,2013,146. QJM. 2013 Feb;106(2):153-63. 
132,medline,147,2013, no, no, WinBUGS, none relevant,,,,,,,,,,,,,,,,,,, nma, yes, nma plus meta-regression, not stated, yes, direct and indirect,2013,147. BMJ. 2013 Jan 16;346:f55. 
133,medline,148,2013, no, yes, Lotus 1-2-3, none relevant,,,,,,,,,,,,,,,,,,, standard MA, yes, strange: calculated MA classically then derived a posterior distribution by hand-made numerical integration in Lotus 1-2-3 '97 edition (in 2012!)," N(0,10) but hard to evaluate this in context", no but see above,,2013,148. Br J Anaesth. 2013 Jan;110(1):21-7. 
134,medline,149,2013, no, yes, WinBUGS, none relevant,,,,,,,,,,,,,,,,,,, itc, yes," ""Indirect comparisons using a fixed-effect Bayesian model"""," ""non-informative""", no,,2013,149. Expert Opin Pharmacother. 2013 Jan;14(1):27-39. 
135,medline,150,2013, yes, yes, WinBUGS 1.4.1," Sutton A, Cooper N, Goodacre S, Stevenson M. Integration of meta-analysis and economic decision modelling for evaluating diagnostic tests. Med Dec Making 2008;28:650â€“68. ; Ades A, Lu G, Higgins JPT. The interpretation of random effects meta-analyses in decision models. Med Dec Making 2005;25:646â€“54. ; Warn DE, Thompson SG, Spiegelhalter DJ. Bayesian random effects meta-analysis of trials with binary outcomes: methods for the absolute risk difference and relative risk scales. Stat Med 2002;21:1601â€“23.",,,,,,,,,,,,,,,1,,,1, standard MA + health economics, yes, random effects MA + cost-effectiveness," N(0,1000) IW(,2)", no,,2013,"150. Health Technol Assess. 2013;17(1):v-vi, 1-188. "
136,medline,151,2013, no, yes, WinBUGS 1.4.3, Caldwell Ades Higgins 2005 ; Lu Ades 2004 ; NICE DSU ; Jansen Crawford Bergman Stam 2008,,1,1,,,1,,,,,,,,,,,,1, nma, yes, nma," N(0,10000) U(0,5)", no,,2013,151. Int J Chron Obstruct Pulmon Dis. 2013;8:405-23. 
137,medline,153,2013, no, yes, WinBUGS 1.4.3, none,,,,,,,,,,,,,,,,,,, nma, yes, nma," ""non-informative""", yes, direct and indirect,2013,153. J Clin Periodontol. 2013 Jan;40(1):53-64. 
138,medline,154,2013, yes, yes, WinBUGS 1.4.3," Dias S, Sutton AJ, Ades AE, Welton NJ (2013) ; NICE DSU",,,,1,,1,,,,,,,,,,,,1, nma, yes, NICE DSU," ""Minimally informative normal priors were used for all treatment effect parameters and a Uniform (0,150) prior was used for the between-study standard deviation (heterogeneity) parameter. Sensitivity to this prior was assessed, but there was no meaningful change in relative effects or overall conclusions.""", yes, direct and indirect,2013,154. PLoS One. 2013 Dec 17;8(12):e82853. 
139,medline,155,2013, yes, yes, WinBUGS," Spiegelhalter DJ, Myles JP, Jones DR, Abrams KR (2000) Bayesian methods in health technology assessment: a review. Health Technol Assess 4: 1â€“130. ; Sutton AJ, Abrams KR (2001) Bayesian methods in meta-analysis and evidence synthesis. Stat Methods Med Res 10: 277â€“303.",,,,,,,,,,,,,,,,,,1, prevalence MA, yes, random-effects," ""uninformative""", no,,2013,155. PLoS One. 2013 Nov 13;8(11):e79203. 
140,medline,156,2013, yes, no, DisMod-MR, none entirely relevant,,,,,,,,,,,,,,,,,,," burden of disease, prevalence", yes, meta-regression, none stated, no,,2013,156. PLoS One. 2013 Oct 24;8(10):e76635. 
141,medline,157,2013, no, no, R 'dynsurv', none,,,,,,,,,,,,,,,,,,, MA with survival data, yes but they note confounding," ""non-parametric univariate Kaplan-Meier analysis and Bayesian multivariate interval-censored Cox regression""", not stated, no,,2013,157. PLoS One. 2013 Sep 18;8(9):e75357. 
