"","pubyear","citations"
"1010",2011,"(includes abstract) Brown, Lawrence H.; Hubble, Michael W.; Wilfong, Denise A.; Hertelendy, Attila; Benner, Randall W.; Air Medical Journal, 2011 May; 30 (3): 140-8. (journal article - meta analysis, research, systematic review, tables/charts) "
"1011",2011,"(includes abstract) Xie Kun; Li Yong; Jin Bo; Shi Hai-Ming; American Journal of Cardiovascular Drugs, 2011; 11 (3): 209-13. (journal article - meta analysis, research, systematic review, tables/charts) "
"1012",2011,"(includes abstract) Liu, Zhao-Min; Chen, Yu-Ming; Ho, Suzanne C; American Journal of Clinical Nutrition, 2011 May; 93 (5): 1092-101. (journal article - meta analysis, research, systematic review, tables/charts) "
"1013",2011,"(includes abstract) Singer, Adam J.; Thode, Henry C.; Chale, Stuart; Taira, Breena R.; Lee, Christopher; American Journal of Emergency Medicine, 2011 May; 29 (4): 361-6. (journal article - meta analysis, research, systematic review, tables/charts) "
"1014",2011,"(includes abstract) Hush, Julia M.; Lin, C. Christine; Michaleff, Zoe A.; Verhagen, Arianne; Refshauge, Kathryn M.; Archives of Physical Medicine & Rehabilitation, 2011 May; 92 (5): 824-9. (journal article - meta analysis, research, systematic review, tables/charts) "
"1015",2011,"(includes abstract) Motamedi, Soror Mona; Posadas-Calleja, Juan; Straus, Sharon; Bates, David W; Lorenzetti, Diane L; Baylis, Barry; Gilmour, Janet; Kimpton, Shandra; Ghali, William A; BMJ Quality & Safety, 2011 May; 20 (5): 403-15. (journal article - research, systematic review) "
"1016",2011,"(includes abstract) Mello, Larissa F. D.; NÃ³brega, Luciana F.; Lemos, Andrea; Brazilian Journal of Physical Therapy / Revista Brasileira de Fisioterapia, 2011 May-Jun; 15 (3): 175-84. (journal article - meta analysis, research, systematic review, tables/charts) "
"1017",2011,"(includes abstract) Walkey AJ; O'Donnell MR; Wiener RS; CHEST, 2011 May; 139 (5): 1148-55. (journal article - meta analysis, research, systematic review) "
"1018",2011,"(includes abstract) Campbell, R. Keith; Clinical Therapeutics, 2011 May; 33 (5): 511-27. (journal article - research, systematic review, tables/charts) "
"1019",2011,"(includes abstract) Black J; Hickson L; Black B; Perry C; Cochlear Implants International: An Interdisciplinary Journal, 2011 May; 12 (2): 67-93. (journal article - research, systematic review) "
"1020",2011,"(includes abstract) Posadzki, Paul; Lizis, Pawel; Hagner-Derengowska, Magdalena; Complementary Therapies in Clinical Practice, 2011 May; 17 (2): 85-9. (journal article - research, systematic review, tables/charts) "
"1021",2011,"(includes abstract) Hage, Chadi A.; Knox, Kenneth S.; Davis, Thomas E.; Wheat, Lawrence J.; Current Opinion in Pulmonary Medicine, 2011 May; 17 (3): 167-71. (journal article - review, tables/charts) "
"1022",2011,"(includes abstract) Kramer CK; Rodrigues TC; Canani LH; Gross JL; Azevedo MJ; Diabetes Care, 2011 May; 34 (5): 1238-44. (journal article - meta analysis, research, systematic review) "
"1023",2011,"(includes abstract) Hempenius, Liesbeth; van Leeuwen, Barbara L; van Asselt, Dieneke ZB; Hoekstra, Harald J; Wiggers, Theo; Slaets, Joris PJ; de Bock, Geertruida H; International Journal of Geriatric Psychiatry, 2011 May; 26 (5): 441-50. (journal article - meta analysis, research, systematic review, tables/charts) "
"1024",2011,"(includes abstract) Allan, Charlotte L.; Ebmeier, Klaus P.; International Journal of Geriatric Psychiatry, 2011 May; 26 (5): 520-6. (journal article - meta analysis, research, systematic review, tables/charts) "
"1025",2011,"(includes abstract) Ndosi, Mwidimi; Vinall, Karen; Hale, Claire; Bird, Howard; Hill, Jackie; International Journal of Nursing Studies, 2011 May; 48 (5): 642-54. (journal article - equations & formulas, meta analysis, research, systematic review, tables/charts) "
"1026",2011,"(includes abstract) Swanson, Elizabeth; Vaughn, Sharon; Wanzek, Jeanne; Petscher, Yaacov; Heckert, Jennifer; Cavanaugh, Christie; Kraft, Guliz; Tackett, Kathryn; Journal of Learning Disabilities, 2011 May; 44 (3): 258-75. (journal article - equations & formulas, meta analysis, research, systematic review, tables/charts) "
"1027",2011,"(includes abstract) Tran, Loan; Sanchez, Tori; Arellano, Brenda; Lee Swanson, H.; Journal of Learning Disabilities, 2011 May; 44 (3): 283-95. (journal article - equations & formulas, meta analysis, research, systematic review, tables/charts) "
"1028",2011,"(includes abstract) He, S.; Wang, Y.; Li, X.; Hu, D.; Journal of Oral Rehabilitation, 2011 May; 38 (5): 348-58. (journal article - meta analysis, research, systematic review, tables/charts) "
"1029",2011,"(includes abstract) Serinelli, S.; Panetta, V.; Pasqualetti, P.; Marchetti, D.; Legal Medicine, 2011 May; 13 (3): 120-33. (journal article - research, systematic review) "
"1030",2011,"(includes abstract) Macario, Alex; Royal, Mike A.; Pain Practice, 2011 May-Jun; 11 (3): 290-6. (journal article - research, systematic review) "
"1031",2011,"(includes abstract) Behringer, Michael; vom Heede, Andreas; Matthews, Maria; Mester, Joachim; Pediatric Exercise Science, 2011 May; 23 (2): 186-206. (journal article - meta analysis, research, systematic review, tables/charts) "
"1032",2011,"(includes abstract) Vissers, Maaike M.; Bussmann, Johannes B.; Verhaar, Jan A. N.; Arends, Lidia R.; Furlan, Andrea D.; Reijman, Max; Physical Therapy, 2011 May; 91 (5): 615-29. (journal article - meta analysis, research, systematic review, tables/charts) "
"1033",2011,"(includes abstract) Bourque, F.; van der Ven, E.; Malla, A.; Psychological Medicine, 2011 May; 41 (5): 897-910. (journal article - meta analysis, research, systematic review, tables/charts) "
"1034",2011,"(includes abstract) Marshall, Gill; Sykes, Anne E.; Radiography, 2011 May; 17 (2): 158-64. (journal article - glossary, review, tables/charts) "
"1035",2011,"(includes abstract) Rouchaud A; Mazighi M; Labreuche J; Meseguer E; Serfaty JM; Laissy JP; Lavallée PC; Cabrejo L; Guidoux C; Lapergue B; et al.; Stroke (00392499), 2011 May; 42 (5): 1289-94. (journal article - meta analysis, research, systematic review) "
"1036",2011,"(includes abstract) Norman, G; Rice, S; Spackman, E; Stirk, L; Danso-Appiah, A; Suh, D; Palmer, S; Eastwood, A; Health Technology Assessment, 2011 May; 15: Suppl 1: 33-42. (journal article - review) "
"1037",2011,"(includes abstract) Papaioannou, D; Rafia, R; Stevenson, M D; Stevens, J W; Evans, P; Health Technology Assessment, 2011 May; 15: Suppl 1: 69-75. (journal article - review) "
"1038",2011,"(includes abstract) Zhang, Zhenzhen; Hu, Gang; Caballero, Benjamin; Appel, Lawrence; Chen, Liwei; American Journal of Clinical Nutrition, 2011 Jun; 93 (6): 1212-9. (journal article - meta analysis, research, systematic review) "
"1039",2011,"(includes abstract) Shi, Yue X.; Tian, Jin H.; Yang, Ke H.; Zhao, Yue; Archives of Physical Medicine & Rehabilitation, 2011 Jun; 92 (6): 972-82. (journal article - meta analysis, research, systematic review, tables/charts) "
"1040",2011,"(includes abstract) Mann, Elizabeth A.; Wood, Geri L.; Wade, Charles E.; Burns (03054179), 2011 Jun; 37 (4): 549-58. (journal article - research, systematic review) "
"1041",2011,"(includes abstract) Bakker JP; Marshall NS; CHEST, 2011 Jun; 139 (6): 1322-30. (journal article - meta analysis, research, systematic review) "
"1042",2011,"(includes abstract) Curtis, Jeffrey R.; Singh, Jasvinder A.; Clinical Therapeutics, 2011 Jun; 33 (6): 679-707. (journal article - meta analysis, research, systematic review, tables/charts) "
"1043",2011,"(includes abstract) Leung, Henry W.C.; Chan, Agnes L.F.; Clinical Therapeutics, 2011 Jun; 33 (6): 708-16. (journal article - meta analysis, research, systematic review, tables/charts) "
"1044",2011,"(includes abstract) Jun Iwamoto; Tsuyoshi Takeda; Hideo Matsumoto; Current Medical Research & Opinion, 2011 Jun; 27 (6): 1141-8. (journal article - research, systematic review) "
"1045",2011,"(includes abstract) Dimitri P. Mikhailidis; Richard W. Lawson; Anna-Louise McCormick; Gillian C. Sibbring; Andrew M. Tershakovec; Glenn M. Davies; Kaan Tunceli; Current Medical Research & Opinion, 2011 Jun; 27 (6): 1191-210. (journal article - meta analysis, research, systematic review) "
"1046",2011,"(includes abstract) Guo, Ming-Xiao; Li, You-Sheng; Fan, Lei; Li, Jie-Shou; Current Therapeutic Research, 2011 Jun; 72 (3): 109-19. (journal article - meta analysis, research, systematic review, tables/charts) "
"1047",2011,"(includes abstract) Scott, David L.; Drugs, 2011; 71 (9): 1121-32. (journal article - review, tables/charts) "
"1048",2011,"(includes abstract) Adelstein, Barbara-Ann; Dobbins, Timothy A.; Harris, Carole A.; Marschner, Ian C.; Ward, Robyn L.; European Journal of Cancer, 2011 Jun; 47 (9): 1343-54. (journal article - meta analysis, research, systematic review, tables/charts) "
"1049",2011,"(includes abstract) Hang, Xiao; Xu, Wen; Wang, Jun; Wang, Lei; Xin, Hai; Zhang, Rui; Ni, Wu; European Journal of Clinical Pharmacology, 2011 Jun; 67 (6): 613-23. (journal article - meta analysis, research, systematic review, tables/charts) "
"1050",2011,"(includes abstract) Heaney, Susan; OÂ¿Connor, Helen; Michael, Scott; Gifford, Janelle; Naughton, Geraldine; International Journal of Sport Nutrition & Exercise Metabolism, 2011 Jun; 21 (3): 248-61. (journal article - research, systematic review, tables/charts) "
"1051",2011,"(includes abstract) Hoffman, Brian J.; Woehr, David J.; Maldagen-Youngjohn, Robyn; Lyons, Brian D.; Journal of Occupational & Organizational Psychology, 2011 Jun; 84 (2): 347-81. (journal article - meta analysis, research, systematic review, tables/charts) "
"1052",2011,"(includes abstract) Avadhani, Amita; Miley, Helen; Journal of the American Academy of Nurse Practitioners, 2011 Jun; 23 (6): 269-74. (journal article - meta analysis, research, systematic review, tables/charts) "
"1053",2011,"(includes abstract) Kim, Dae Hyun; Brown, Rebecca T.; Ding, Eric L.; Kiel, Douglas P.; Berry, Sarah D.; Journal of the American Geriatrics Society, 2011 Jun; 59 (6): 1019-31. (journal article - meta analysis, research, systematic review, tables/charts) "
"1054",2011,"(includes abstract) Mann E; Hunter MS; Menopause (10723714), 2011 Jun; 18 (6): 709-22. (journal article - meta analysis, research, systematic review) "
"1055",2011,"(includes abstract) Blorstad, Amanda; Perry, Kevin; Haladay, Douglas; Orthopaedic Physical Therapy Practice, 2011; 23 (2): 76-82. (journal article - meta analysis, research, systematic review, tables/charts) "
"1056",2011,"(includes abstract) Lima, Pedro Olavo de Paula; de Oliveira, Rodrigo Ribeiro; Costa, Leonardo Oliveira Pena; Laurentino, Glória Elizabeth Carneiro; Physiotherapy, 2011 Jun; 97 (2): 100-6. (journal article - research, systematic review, tables/charts) "
"1057",2011,"(includes abstract) Lee, Jayoung; Lim, Nayoung; Yang, Eunjoo; Lee, Sang Min; Professional Psychology: Research & Practice, 2011 Jun; 42 (3): 252-8. (journal article - meta analysis, research, systematic review, tables/charts) "
"1058",2011,"(includes abstract) Goghari, V. M.; Psychological Medicine, 2011 Jun; 41 (6): 1239-52. (journal article - meta analysis, pictorial, research, systematic review, tables/charts) "
"1059",2011,"(includes abstract) Kalichman, Leonid; Bannuru, Raveendhara R.; Severin, Marianne; Harvey, William; Seminars in Arthritis & Rheumatism, 2011 Jun; 40 (6): 532-8. (journal article - meta analysis, research, systematic review, tables/charts) "
"1060",2011,"(includes abstract) Zhang, Li-Chun; Zhang, Tian-Yu; Dai, Pei-dong; Luo, Jian-feng; Acta Oto-Laryngologica, 2011 Jul; 131 (7): 708-15. (journal article - meta analysis, research, systematic review, tables/charts) "
"1061",2011,"(includes abstract) Peters, Sanne A. E.; den Ruijter, Hester M.; Bots, Michiel L.; American Journal of Cardiovascular Drugs, 2011; 11 (4): 253-63. (journal article - research, systematic review, tables/charts) "
"1062",2011,"(includes abstract) Sullivan LE; Tetrault JM; Braithwaite RS; Turner BJ; Fiellin DA; American Journal on Addictions, 2011 Jul; 20 (4): 343-56. (journal article - meta analysis, research, systematic review) "
"1063",2011,"(includes abstract) Hogan ME; Vandervaart S; Perampaladas K; Machado M; Einarson TR; Taddio A; Annals of Emergency Medicine, 2011 Jul; 58 (1): 86-98.e1. (journal article - research, systematic review) "
"1064",2011,"(includes abstract) Docampo, Elisa; Giardina, Emiliano; Riveira-Muñoz, Eva; de Cid, Rafael; Escaramís, Georgia; Perricone, Carlo; Fernández-Sueiro, José L.; Maymó, Joan; González-Gay, Miguel A.; Blanco, Francisco J.; et al.; Arthritis & Rheumatism, 2011 Jul; 63 (7): 1860-5. (journal article - meta analysis, research, systematic review, tables/charts) "
"1065",2011,"(includes abstract) Au, Karen; Singh, Manjit K.; Bodukam, Vijay; Bae, Sangmee; Maranian, Paul; Ogawa, Rikke; Spiegel, Brennan; McMahon, Maureen; Hahn, Bevra; Khanna, Dinesh; Arthritis & Rheumatism, 2011 Jul; 63 (7): 2078-90. (journal article - meta analysis, research, systematic review, tables/charts) "
"1066",2011,"(includes abstract) A. Svensson; C. Chambers; A. Gåånemo; S.A. Mitchell; Current Medical Research & Opinion, 2011 Jul; 27 (7): 1395-406. (journal article - meta analysis, research, systematic review) "
"1067",2011,"(includes abstract) G.E. Bekkering; K. Soares-Weiser; K. Reid; A.G. Kessels; A. Dahan; R.D. Treede; J. Kleijnen; Current Medical Research & Opinion, 2011 Jul; 27 (7): 1477-91. (journal article - meta analysis, research, systematic review) "
"1068",2011,"(includes abstract) Marks, Daniel Jb; Current Opinion in Gastroenterology, 2011 Jul; 27 (4): 328-34. (journal article - review, tables/charts) "
"1069",2011,"(includes abstract) Elder, Grahame J; Current Opinion in Nephrology & Hypertension, 2011 Jul; 20 (4): 369-75. (journal article - review) "
"1070",2011,"(includes abstract) Morcel, José M.; Current Opinion in Pulmonary Medicine, 2011 Jul; 17 (4): 215-9. (journal article - review, tables/charts) "
"1071",2011,"(includes abstract) Cooper, Jamie G; West, Robert M; Clamp, Susan E; Hassan, Tajek B; Emergency Medicine Journal, 2011 Jul; 28 (7): 553-7. (journal article - meta analysis, research, systematic review, tables/charts) "
"1072",2011,"(includes abstract) You, Di; Maeda, Yukiko; Bebeau, Muriel J.; Ethics & Behavior, 2011 Jul-Aug; 21 (4): 263-82. (journal article - meta analysis, research, systematic review, tables/charts) "
"1073",2011,"(includes abstract) Montgomery, Guy H.; Schnur, Julie B.; David, Daniel; International Journal of Clinical & Experimental Hypnosis, 2011 Jul; 59 (3): 294-309. (journal article - meta analysis, research, systematic review, tables/charts) "
"1074",2011,"(includes abstract) Sharp, Sally I.; Aarsland, Dag; Day, Sarah; Sønnesyn, Hogne; Ballard, Clive; International Journal of Geriatric Psychiatry, 2011 Jul; 26 (7): 661-9. (journal article - meta analysis, research, systematic review, tables/charts) "
"1075",2011,"(includes abstract) Hagan H; Pouget ER; Des Jarlais DC; Journal of Infectious Diseases, 2011 Jul; 204 (1): 74-83. (journal article - meta analysis, research, systematic review) "
"1076",2011,"(includes abstract) Paquette, Amélie; Gou, Pauline; Tannenbaum, Cara; Journal of the American Geriatrics Society, 2011 Jul; 59 (7): 1332-9. (journal article - meta analysis, research, systematic review, tables/charts) "
"1077",2011,"(includes abstract) Bolaños-Díaz R; Zavala-Gonzales JC; Mezones-Holguín E; Francia-Romero J; Menopause (10723714), 2011 Jul; 18 (7): 825-9. (journal article - meta analysis, research, systematic review) "
"1078",2011,"(includes abstract) Zheng, Jusheng; Yang, Bin; Huang, Tao; Yu, Yinghua; Yang, Jing; Li, Duo; Nutrition & Cancer, 2011; 63 (5): 663-72. (journal article - meta analysis, research, systematic review, tables/charts) "
"1079",2011,"(includes abstract) Hauck, Fern R.; Thompson, John M. D.; Tanabe, Kawai O.; Moon, Rachel Y.; Vennemann, Mechtild M.; Pediatrics, 2011 Jul; 128 (1): 103-10. (journal article - meta analysis, research, systematic review, tables/charts) "
"1080",2011,"(includes abstract) Verschuren, Olaf; Ada, Louise; Maltais, Désirée B.; Gorter, Jan Willem; Scianni, Aline; Ketelaar, Marjolijn; Physical Therapy, 2011 Jul; 91 (7): 1130-9. (journal article - meta analysis, research, systematic review, tables/charts) "
"1081",2011,"(includes abstract) Martorella AJ; Postgraduate Medicine, 2011 Jul; 123 (4): 7-16. (journal article - research, systematic review) "
"1082",2011,"(includes abstract) Szuromi, B.; Czobor, P.; Komlósi, S.; Bitter, I.; Psychological Medicine, 2011 Jul; 41 (7): 1529-38. (journal article - meta analysis, research, systematic review, tables/charts) "
"1083",2011,"(includes abstract) Radua, J.; Via, E.; Catani, M.; Mataix-Cols, D.; Psychological Medicine, 2011 Jul; 41 (7): 1539-50. (journal article - meta analysis, pictorial, research, systematic review, tables/charts) "
"1084",2011,"(includes abstract) Ford, Michael T.; Cerasoli, Christopher P.; Higgins, Jennifer A.; Decesare, Andrew L.; Work & Stress, 2011 Jul-Sep; 25 (3): 185-204. (journal article - meta analysis, research, systematic review, tables/charts) "
"1085",2011,"(includes abstract) Scott, Pippa; Moss, William J; Gilani, Zunera; Low, Nicola; Journal of Infectious Diseases, 2011 Jul; 204: Suppl 1: S164-78. (journal article - meta analysis, research, systematic review) "
"1086",2011,"(includes abstract) Wallin, Alice; Larsson, Susanna C.; European Journal of Cancer, 2011 Jul; 47 (11): 1606-15. (journal article - meta analysis, research, systematic review, tables/charts) "
"1087",2011,"(includes abstract) Haverkamp, Daniël; Klinkenbijl, Mark N; Somford, Mathijs P; Albers, G H Rob; van der Vis, Harm M; Acta Orthopaedica, 2011 Aug; 82 (4): 417-22. (journal article - meta analysis, research, systematic review, tables/charts) "
"1088",2011,"(includes abstract) Liebman SE; Lamontagne SP; Huang LS; Messing S; Bushinsky DA; American Journal of Kidney Diseases, 2011 Aug; 58 (2): 257-65. (journal article - meta analysis, research, systematic review) "
"1089",2011,"(includes abstract) Friedman, Mark S.; Marshal, Michael P.; Guadamuz, Thomas E.; Chongyi Wei; Wong, Carolyn F.; Saewyc, Elizabeth M.; Stall, Ron; American Journal of Public Health, 2011 Aug; 101 (8): 1481-94. (journal article - meta analysis, research, systematic review, tables/charts) "
"1090",2011,"(includes abstract) Roberts, Megan Y.; Kaiser, Ann P.; American Journal of Speech-Language Pathology, 2011 Aug; 20 (3): 180-99. (journal article - equations & formulas, meta analysis, research, systematic review, tables/charts) "
"1091",2011,"(includes abstract) Large, Matthew; Sharma, Swapnil; Cannon, Elisabeth; Ryan, Christopher; Nielssen, Olav; Australian & New Zealand Journal of Psychiatry, 2011 Aug; 45 (8): 619-28. (journal article - meta analysis, research, systematic review, tables/charts) "
"1092",2011,"(includes abstract) Surkan, Pamela J.; Kennedy, Caitlin E.; Hurley, Kristen M.; Black, Maureen M.; Bulletin of the World Health Organization, 2011 Aug; 89 (8): 607-615D. (journal article - meta analysis, research, systematic review, tables/charts) "
"1093",2011,"(includes abstract) Aurpibul, Linda; Puthanakit, Thanyawee; Current Pediatric Reviews, 2011; 7 (3): 180-7. (journal article - review, tables/charts) "
"1094",2011,"(includes abstract); Drugs & Therapy Perspectives, 2011 Aug; 27 (8): 24-6. (journal article - review, tables/charts) "
"1095",2011,"(includes abstract) Moldovan AR; David D; Eating Behaviors, 2011 Aug; 12 (3): 161-7. (journal article - research, systematic review) "
"1096",2011,"(includes abstract) Saleem, Atif; Leggett, Cadman L.; Murad, M. Hassan; Baron, Todd H.; Gastrointestinal Endoscopy, 2011 Aug; 74 (2): 321-327.e3. (journal article - meta analysis, research, systematic review, tables/charts) "
"1097",2011,"(includes abstract) Lang, Dora SP; Hagger, Christina; Pearson, Alan; International Journal of Nursing Practice, 2011 Aug; 17 (4): 357-69. (journal article - forms, meta analysis, research, systematic review, tables/charts) "
"1098",2011,"(includes abstract) Hua Ling Sun; Yan Ru Wu; Cui Huang; Bin Shi; International Journal of Oral & Maxillofacial Implants, 2011; 26 (4): 816-25. (journal article - research, systematic review, tables/charts) "
"1099",2011,"(includes abstract) Wodarski, John S.; Journal of Human Behavior in the Social Environment, 2011 Aug; 21 (6): 577-600. (journal article - review) "
"1100",2011,"(includes abstract) Nassar, Usama; Aziz, Tehnia; Flores-Mir, Carlos; Journal of Prosthetic Dentistry, 2011 Aug; 106 (2): 126-33. (journal article - research, systematic review) "
"1101",2011,"(includes abstract) Burgess, Roanna M.; Rushton, Alison; Wright, Chris; Daborn, Cathryn; Manual Therapy, 2011 Aug; 16 (4): 318-26. (journal article - meta analysis, research, systematic review, tables/charts) "
"1102",2011,"(includes abstract) Gabler NB; Duan N; Vohra S; Kravitz RL; Medical Care, 2011 Aug; 49 (8): 761-8. (journal article - research, systematic review) "
"1103",2011,"(includes abstract) Hall, Jennifer; Midwifery, 2011 Aug; 27 (4): 497-502. (journal article - research, systematic review, tables/charts) "
"1104",2011,"(includes abstract) Griffith LE; Wells RP; Shannon HS; Walter SD; Cole DC; Côté P; Frank J; Hogg-Johnson S; Langlois LE; Meta-Analysis of Pain in the Lower Back and Work Exposures (MAPLE) Collaborative Group; Occupational & Environmental Medicine, 2011 Aug; 68 (8): 605-10. (journal article - meta analysis, research, systematic review) "
"1105",2011,"(includes abstract) Xu, Junjie; Zhang, Kai; Xiangyang, Xiang; Yin, QingShui; Wu, Zeng; Xia, Hong; Wang, Zhiyun; Orthopedics, 2011 Aug; 34 (8): 595. (journal article - research, systematic review) "
"1106",2011,"(includes abstract) Gardener, Hannah; Spiegelman, Donna; Buka, Stephen L.; Pediatrics, 2011 Aug; 128 (2): 344-55. (journal article - meta analysis, research, systematic review, tables/charts) "
"1107",2011,"(includes abstract) Sheldrick, R. Christopher; Merchant, Shela; Perrin, Ellen C.; Pediatrics, 2011 Aug; 128 (2): 356-63. (journal article - meta analysis, research, systematic review, tables/charts) "
"1108",2011,"(includes abstract) Avin, Keith G.; Law, Laura A. Frey; Physical Therapy, 2011 Aug; 91 (8): 1153-65. (journal article - meta analysis, research, systematic review, tables/charts) "
"1109",2011,"(includes abstract) Ferreira, Margarida; Santos, Paula Clara; Duarte, José; Physical Therapy Reviews, 2011 Aug; 16 (4): 237-43. (journal article - research, systematic review, tables/charts) "
"1110",2011,"(includes abstract) Unterman, Avraham; Nolte, Johannes E.S.; Boaz, Mona; Abady, Maya; Shoenfeld, Yehuda; Zandman-Goddard, Gisele; Seminars in Arthritis & Rheumatism, 2011 Aug; 41 (1): 1-11. (journal article - meta analysis, research, systematic review, tables/charts) "
"1111",2011,"(includes abstract) Brigitte Schiller; Anatole Besarab; Current Medical Research & Opinion, 2011 Aug; 27 (8): 1539-50. (journal article - research, systematic review) "
"1112",2011,"(includes abstract) Graven, Christine; Brock, Kim; Hill, Keith; Joubert, Lynette; Disability & Rehabilitation, 2011 Aug; 33 (17/18): 1501-20. (journal article - meta analysis, research, systematic review, tables/charts) "
"1113",2011,"(includes abstract) Bryant, Jamie; Bonevski, Billie; Paul, Chris; McElduff, Patrick; Attia, John; Addiction, 2011 Sep; 106 (9): 1568-85. (journal article - meta analysis, research, systematic review, tables/charts) "
"1114",2011,"(includes abstract) Pilz S; Iodice S; Zittermann A; Grant WB; Gandini S; American Journal of Kidney Diseases, 2011 Sep; 58 (3): 374-82. (journal article - meta analysis, research, systematic review) "
"1115",2011,"(includes abstract) Angeles, Ricardo N.; Howard, Michelle I.; Dolovich, Lisa; Canadian Journal of Diabetes, 2011 Sep; 35 (4): 344-52. (journal article - meta analysis, research, systematic review, tables/charts) "
"1116",2011,"(includes abstract) Janssens, Ann; Foa, Robin; Keating, Michael J.; Tatt, Iain; Carr, Emma S.C; Contemporary Oncology (2163-8918), 2011 Fall; 3 (3): 24-36. (journal article - meta analysis, research, systematic review, tables/charts) "
"1117",2011,"(includes abstract) Chapman, M John; Redfern, Jan S; McGovern, Mark E; Giral, Philippe; Current Opinion in Cardiology, 2011 Sep; 26 (5): 403-11. (journal article - review, tables/charts) "
"1118",2011,"(includes abstract) Chang, Yu-Hung; Chang, Dao-Ming; Lin, Kun-Cheng; Shin, Shyi-Jang; Lee, Yau-Jiunn; Diabetes/Metabolism Research & Reviews, 2011 Sep; 27 (6): 515-27. (journal article - meta analysis, research, systematic review) "
"1119",2011,"(includes abstract) Ye, Xiaofei; Liu, Hong; Wu, Cheng; Qin, Yingyi; Zang, Jiajie; Gao, Qingbin; Zhang, Xinji; He, Jia; European Journal of Gastroenterology & Hepatology, 2011 Sep; 23 (9): 794-800. (journal article - meta analysis, research, systematic review, tables/charts) "
"1120",2011,"(includes abstract) Bittler, Richard D.; Gastroenterology Nursing, 2011 Sep-Oct; 34 (5): 357-64. (journal article - case study, CEU, exam questions, research, systematic review, tables/charts) "
"1121",2011,"(includes abstract) Cappa, Kimberly A.; Conger, Judith C.; Conger, Anthony J.; Health Psychology, 2011 Sep; 30 (5): 542-60. (journal article - meta analysis, research, systematic review, tables/charts) "
"1122",2011,"(includes abstract) Fronteira, Inês; Ferrinho, Paulo; Journal of Clinical Nursing, 2011 Sep; 20 (17/18): 2404-24. (journal article - research, systematic review, tables/charts) "
"1123",2011,"(includes abstract) Chambrone, Leandro; Guglielmetti, Mariana Rocha; Pannuti, Cláudio Mendes; Chambrone, Luiz Armando; Journal of Clinical Periodontology, 2011 Sep; 38 (9): 795-808. (journal article - research, systematic review, tables/charts) "
"1124",2011,"(includes abstract) Pommer, Bernhard; Frantal, Sophie; Willer, Jürgen; Posch, Martin; Watzek, Georg; Tepper, Gabor; Journal of Clinical Periodontology, 2011 Sep; 38 (9): 856-63. (journal article - meta analysis, research, systematic review, tables/charts) "
"1125",2011,"(includes abstract) Paul A. Davis; Wallace Yokoyama; Journal of Medicinal Food, 2011 Sep; 14 (9): 884-9. (journal article - meta analysis, research, systematic review) "
"1126",2011,"(includes abstract) Ramasubbu, Chitra; Gupta, Anita; Journal of Pain & Palliative Care Pharmacotherapy, 2011; 25 (3): 219-30. (journal article - research, systematic review, tables/charts) "
"1127",2011,"(includes abstract) Klingenberg, C; Wheeler, K I; Davis, P G; Morley, C J; Journal of Perinatology, 2011 Sep; 31 (9): 575-85. (journal article - review, tables/charts) "
"1128",2011,"(includes abstract) Huang, Tao; Zheng, Jusheng; Chen, Ying; Yang, Bin; Wahlqvist, Mark L.; Li, Duo; Nutrition, 2011 Sep; 27 (9): 863-7. (journal article - meta analysis, research, systematic review, tables/charts) "
"1129",2011,"(includes abstract) Buttigliero, Consuelo; Monagheddu, Chiara; Petroni, Paola; Saini, Andrea; Dogliotti, Luigi; Ciccone, Giovannino; Berruti, Alfredo; Oncologist, 2011 Sep; 16 (9): 1215-27. (journal article - meta analysis, research, systematic review, tables/charts) "
"1130",2011,"(includes abstract) Checchia, Paul A; Nalysnyk, Luba; Fernandes, Ancilla W; Mahadevia, Parthiv J; Xu, Yingxin; Fahrbach, Kyle; Welliver Sr, Robert C; Pediatric Critical Care Medicine, 2011 Sep; 12 (5): 580-8. (journal article - meta analysis, research, systematic review, tables/charts) "
"1131",2011,"(includes abstract) Bohannon, Richard W.; Williams Andrews, A.; Physiotherapy, 2011 Sep; 97 (3): 182-9. (journal article - meta analysis, research, systematic review, tables/charts) "
"1132",2011,"(includes abstract) Ajzen, Icek; Psychology & Health, 2011 Sep; 26 (9): 1113-27. (journal article - editorial, review, tables/charts) "
"1133",2011,"(includes abstract) Kong, Xiangnan; Moran, Meena S.; Zhang, Ning; Haffty, Bruce; Yang, Qifeng; European Journal of Cancer, 2011 Sep; 47 (14): 2084-90. (journal article - meta analysis, research, systematic review) "
"1134",2011,"(includes abstract) Sher, Amna; Wu, Shenhong; Acta Oncologica, 2011 Oct; 50 (7): 997-1005. (journal article - meta analysis, research, systematic review, tables/charts) "
"1135",2011,"(includes abstract) Cheng, Tao; Zhang, Guoyou; Zhang, Xianlong; Acta Orthopaedica, 2011 Oct; 82 (5): 589-95. (journal article - meta analysis, research, systematic review, tables/charts) "
"1136",2011,"(includes abstract) Pan, An; Sun, Qi; Bernstein, Adam M.; Shulze, Matthias B.; Manson, JoAnn E.; Willett, Walter C.; Hu, Frank B.; American Journal of Clinical Nutrition, 2011 Oct; 94 (4): 1088-96. (journal article - meta analysis, research, systematic review, tables/charts) "
